episode_number,guest,title,title_topics,chapter_topics,all_topics
143,John,John Clarke The Art of Fighting and the Pursuit of Excellence,John Clarke The Art of Fighting and the Pursuit of Excellence,Your; Fight; Them; Their; Love; Didn; Conor; Someone; Social; Boston; Media; Martial; Shit; Stuff; Relationship,John Clarke The Art of Fighting and the Pursuit of Excellence; Your; Fight; Them; Their; Love; Didn; Conor; Someone; Social; Boston; Media; Martial; Shit; Stuff; Relationship
144,Michael,Michael Littman Reinforcement Learning and the Future of AI,Michael Littman Reinforcement Learning and the Future of AI,Learning; Them; Your; Computer; Better; Reinforcement; Intelligence; Learn; Play; Self; Science; Doesn; Neural; Didn; Hard,Michael Littman Reinforcement Learning and the Future of AI; Learning; Them; Your; Computer; Better; Reinforcement; Intelligence; Learn; Play; Self; Science; Doesn; Neural; Didn; Hard
145,Matthew,Matthew Johnson Psychedelics,Matthew Johnson Psychedelics,Experience; Your; Psychedelics; Their; Them; Drugs; Terms; Self; Someone; Study; Gonna; Experiences; Dose; Consciousness; Psychedelic,Matthew Johnson Psychedelics; Experience; Your; Psychedelics; Their; Them; Drugs; Terms; Self; Someone; Study; Gonna; Experiences; Dose; Consciousness; Psychedelic
146,Michael,Michael Mina Rapid Testing Viruses and the Engineering Mindset,Michael Mina Rapid Testing Viruses and the Engineering Mindset,Virus; Test; Tests; Your; Them; Public; Health; Solution; Positive; Whole; Their; Somebody; Medical; Rapid; Viruses,Michael Mina Rapid Testing Viruses and the Engineering Mindset; Virus; Test; Tests; Your; Them; Public; Health; Solution; Positive; Whole; Their; Somebody; Medical; Rapid; Viruses
147,Dmitri,Dmitri Dolgov Waymo and the Future of Self-Driving Cars,Dmitri Dolgov Waymo and the Future of Self-Driving Cars,Your; Driving; Cars; Driver; System; Learning; Waymo; Terms; Them; Phoenix; Vehicle; Vehicles; Build; Experience; Their,Dmitri Dolgov Waymo and the Future of Self-Driving Cars; Your; Driving; Cars; Driver; System; Learning; Waymo; Terms; Them; Phoenix; Vehicle; Vehicles; Build; Experience; Their
148,Charles,Charles Isbell and Michael Littman Machine Learning and Education,Charles Isbell and Michael Littman Machine Learning and Education,Your; Them; Learning; Michael; Charles; Statistics; Didn; Their; Anyway; Whatever; Better; Machine; Students; Experience; Georgia,Charles Isbell and Michael Littman Machine Learning and Education; Your; Them; Learning; Michael; Charles; Statistics; Didn; Their; Anyway; Whatever; Better; Machine; Students; Experience; Georgia
149,Diana,Diana Walsh Pasulka Aliens Technology Religion the Nature of Belief,Diana Walsh Pasulka Aliens Technology Religion the Nature of Belief,Fucking; Love; Your; Fuck; Goes; Gonna; Them; Didn; Drink; Ever; Night; Someone; Drinking; Guys; Tour,Diana Walsh Pasulka Aliens Technology Religion the Nature of Belief; Fucking; Love; Your; Fuck; Goes; Gonna; Them; Didn; Drink; Ever; Night; Someone; Drinking; Guys; Tour
150,Michael,Michael Malice Freedom Hope and Happiness Amidst Chaos,Michael Malice Freedom Hope and Happiness Amidst Chaos,Your; Book; Them; Sure; Hitler; Their; Gonna; Knock; Someone; Government; North; Ideas; Argument; Trump; Times,Michael Malice Freedom Hope and Happiness Amidst Chaos; Your; Book; Them; Sure; Hitler; Their; Gonna; Knock; Someone; Government; North; Ideas; Argument; Trump; Times
151,Dan,Dan Kokotov Speech Recognition with AI and Humans,Dan Kokotov Speech Recognition with AI and Humans,Your; Them; Pretty; Audio; English; Youtube; Their; Stuff; Russian; Possible; Movie; Love; Company; Spotify; Somebody,Dan Kokotov Speech Recognition with AI and Humans; Your; Them; Pretty; Audio; English; Youtube; Their; Stuff; Russian; Possible; Movie; Love; Company; Spotify; Somebody
152,Dan,Dan Gable Olympic Wrestling Mental Toughness the Making of Champions,Dan Gable Olympic Wrestling Mental Toughness the Making of Champions,Wrestling; Your; Them; Didn; Wasn; Practice; Gable; Olympic; Ever; Best; Better; Pretty; Room; Hard; Match,Dan Gable Olympic Wrestling Mental Toughness the Making of Champions; Wrestling; Your; Them; Didn; Wasn; Practice; Gable; Olympic; Ever; Best; Better; Pretty; Room; Hard; Match
153,Dmitry Korkin,"Dmitry Korkin - Evolution of Proteins, Viruses, Life, and AI",Dmitry Korkin - Evolution of Proteins; Viruses; Life; and AI,Virus; Protein; Proteins; Essentially; Viruses; Function; Information; Scientists; Viral; Structure; Your; Course; Sars; Them; Figure,Dmitry Korkin - Evolution of Proteins; Viruses; Life; and AI; Virus; Protein; Proteins; Essentially; Viruses; Function; Information; Scientists; Viral; Structure; Your; Course; Sars; Them; Figure
154,Avi,Avi Loeb Aliens Black Holes and the Mystery of the Oumuamua,Avi Loeb Aliens Black Holes and the Mystery of the Oumuamua,Black; Them; Evidence; Space; Your; Earth; Hole; Holes; Object; System; Science; Around; Universe; Matter; Scientific,Avi Loeb Aliens Black Holes and the Mystery of the Oumuamua; Black; Them; Evidence; Space; Your; Earth; Hole; Holes; Object; System; Science; Around; Universe; Matter; Scientific
155,Max,Max Tegmark AI and Physics,Max Tegmark AI and Physics,Them; Your; Learning; Machine; Better; Physics; Humans; Their; Whole; Intelligence; Future; Course; Neural; Information; Didn,Max Tegmark AI and Physics; Them; Your; Learning; Machine; Better; Physics; Humans; Their; Whole; Intelligence; Future; Course; Neural; Information; Didn
156,Tim,Tim Dillon Comedy Power Conspiracy Theories and Freedom,Tim Dillon Comedy Power Conspiracy Theories and Freedom,Them; Your; Love; Funny; Their; Whatever; Ever; Stuff; Comedy; Society; Trump; Alex; Gonna; Makes; Everyone,Tim Dillon Comedy Power Conspiracy Theories and Freedom; Them; Your; Love; Funny; Their; Whatever; Ever; Stuff; Comedy; Society; Trump; Alex; Gonna; Makes; Everyone
157,Natalya,Natalya Bailey Rocket Engines and Electric Spacecraft Propulsion,Natalya Bailey Rocket Engines and Electric Spacecraft Propulsion,Space; Propulsion; Them; Engine; Field; Electric; Your; Spacecraft; Love; Earth; Satellites; Ions; Science; Their; Liquid,Natalya Bailey Rocket Engines and Electric Spacecraft Propulsion; Space; Propulsion; Them; Engine; Field; Electric; Your; Spacecraft; Love; Earth; Satellites; Ions; Science; Their; Liquid
158,Zev,Zev Weinstein The Next Generation of Big Ideas and Brave Minds,Zev Weinstein The Next Generation of Big Ideas and Brave Minds,Your; Ideas; Whatever; Thought; Dangerous; System; Difficult; Music; Experience; Philosophy; Hope; Physics; Completely; Deeply; Times,Zev Weinstein The Next Generation of Big Ideas and Brave Minds; Your; Ideas; Whatever; Thought; Dangerous; System; Difficult; Music; Experience; Philosophy; Hope; Physics; Completely; Deeply; Times
159,Richard,Richard Craib WallStreetBets Numerai and the Future of Stock Trading,Richard Craib WallStreetBets Numerai and the Future of Stock Trading,Data; Your; Hedge; Stock; Money; Them; Fund; Street; Wall; Company; Funds; Model; Learning; Market; Machine,Richard Craib WallStreetBets Numerai and the Future of Stock Trading; Data; Your; Hedge; Stock; Money; Them; Fund; Street; Wall; Company; Funds; Model; Learning; Market; Machine
160,Brendan,Brendan Eich JavaScript Firefox Mozilla and Brave,Brendan Eich JavaScript Firefox Mozilla and Brave,Javascript; Browser; Netscape; Them; Didn; Microsoft; Google; Your; Language; Java; Their; Mozilla; Firefox; Brave; Flash,Brendan Eich JavaScript Firefox Mozilla and Brave; Javascript; Browser; Netscape; Them; Didn; Microsoft; Google; Your; Language; Java; Their; Mozilla; Firefox; Brave; Flash
161,Jason,Jason Calacanis Startups Angel Investing Capitalism and Friendship,Jason Calacanis Startups Angel Investing Capitalism and Friendship,Your; Them; Their; Money; Everybody; Million; Three; Somebody; Elon; Company; Product; Gonna; Dollars; Stuff; Whatever,Jason Calacanis Startups Angel Investing Capitalism and Friendship; Your; Them; Their; Money; Everybody; Million; Three; Somebody; Elon; Company; Product; Gonna; Dollars; Stuff; Whatever
162,Jim Keller,"Jim Keller - The Future of Computing, AI, Life, and Consciousness",Jim Keller - The Future of Computing; AI; Life; and Consciousness,Computer; Computers; Your; Computation; Data; Build; Moore; Them; Whole; Simple; Transistors; Building; Complicated; Faster; Understanding,Jim Keller - The Future of Computing; AI; Life; and Consciousness; Computer; Computers; Your; Computation; Data; Build; Moore; Them; Whole; Simple; Transistors; Building; Complicated; Faster; Understanding
163,Eric Weinstein,"Eric Weinstein - Difficult Conversations, Freedom of Speech, and Physics",Eric Weinstein - Difficult Conversations; Freedom of Speech; and Physics,Your; Theory; Gonna; Story; System; Them; Didn; Supposed; Four; Hope; Love; Somebody; Enough; Weird; Their,Eric Weinstein - Difficult Conversations; Freedom of Speech; and Physics; Your; Theory; Gonna; Story; System; Them; Didn; Supposed; Four; Hope; Love; Somebody; Enough; Weird; Their
164,Andrew,Andrew Huberman Sleep Dreams Creativity Fasting and Neuroplasticity,Andrew Huberman Sleep Dreams Creativity Fasting and Neuroplasticity,Sleep; Your; Brain; Their; Better; Hours; System; Temperature; Stuff; Gonna; Experience; Clear; Them; Whole; Mind,Andrew Huberman Sleep Dreams Creativity Fasting and Neuroplasticity; Sleep; Your; Brain; Their; Better; Hours; System; Temperature; Stuff; Gonna; Experience; Clear; Them; Whole; Mind
165,Josh,Josh Barnett Philosophy of Violence Power and the Martial Arts Lex Fridman 165,Josh Barnett Philosophy of Violence Power and the Martial Arts Lex Fridman 165,Your; Fight; Whatever; Love; Their; Violence; Them; Wrestling; Level; Doesn; Game; Whole; State; Gonna; Sure,Josh Barnett Philosophy of Violence Power and the Martial Arts Lex Fridman 165; Your; Fight; Whatever; Love; Their; Violence; Them; Wrestling; Level; Doesn; Game; Whole; State; Gonna; Sure
166,Cal,Cal Newport Deep Work Focus Productivity Email and Social Media,Cal Newport Deep Work Focus Productivity Email and Social Media,Your; Book; Email; Social; Them; Twitter; Deep; Process; Whatever; Stuff; Hard; Network; Whole; Gonna; Better,Cal Newport Deep Work Focus Productivity Email and Social Media; Your; Book; Email; Social; Them; Twitter; Deep; Process; Whatever; Stuff; Hard; Network; Whole; Gonna; Better
167,Saagar,Saagar Enjeti Politics History and Power,Saagar Enjeti Politics History and Power,Trump; Power; History; Within; Politics; Terms; Didn; Almost; Your; Their; Reason; Everybody; President; Love; Them,Saagar Enjeti Politics History and Power; Trump; Power; History; Within; Politics; Terms; Didn; Almost; Your; Their; Reason; Everybody; President; Love; Them
168,Silvio,Silvio Micali Cryptocurrency Blockchain Algorand Bitcoin Ethereum,Silvio Micali Cryptocurrency Blockchain Algorand Bitcoin Ethereum,Them; Your; Money; Blockchain; Page; Everybody; Power; Whatever; Hard; System; Else; Essentially; Random; Better; Somebody,Silvio Micali Cryptocurrency Blockchain Algorand Bitcoin Ethereum; Them; Your; Money; Blockchain; Page; Everybody; Power; Whatever; Hard; System; Else; Essentially; Random; Better; Somebody
169,Ryan Hall,Ryan Hall - Solving Martial Arts from First Principles,Ryan Hall - Solving Martial Arts from First Principles,Guess; Your; Times; Doesn; Them; Jitsu; Someone; Their; Martial; Didn; Fight; Almost; Gonna; Arts; History,Ryan Hall - Solving Martial Arts from First Principles; Guess; Your; Times; Doesn; Them; Jitsu; Someone; Their; Martial; Didn; Fight; Almost; Gonna; Arts; History
170,Ronald,Ronald Sullivan The Ideal of Justice in the Face of Controversy and Evil,Ronald Sullivan The Ideal of Justice in the Face of Controversy and Evil,Harvard; Your; Students; System; Jury; Their; Justice; Difficult; Cases; Aaron; Trial; Evil; Criminal; Them; Best,Ronald Sullivan The Ideal of Justice in the Face of Controversy and Evil; Harvard; Your; Students; System; Jury; Their; Justice; Difficult; Cases; Aaron; Trial; Evil; Criminal; Them; Best
171,Anthony,Anthony Pompliano Bitcoin,Anthony Pompliano Bitcoin,Bitcoin; Money; Your; Value; Digital; Them; Their; Dollar; Gold; Technology; Somebody; Dollars; Ideas; Stuff; Gonna,Anthony Pompliano Bitcoin; Bitcoin; Money; Your; Value; Digital; Them; Their; Dollar; Gold; Technology; Somebody; Dollars; Ideas; Stuff; Gonna
172,Ryan,Ryan Schiller Librex and the Free Exchange of Ideas on College Campuses,Ryan Schiller Librex and the Free Exchange of Ideas on College Campuses,Community; Your; Their; Librex; Them; Difficult; Social; Conversations; Yale; Love; Stuff; Sure; Campus; Ideas; Speak,Ryan Schiller Librex and the Free Exchange of Ideas on College Campuses; Community; Your; Their; Librex; Them; Difficult; Social; Conversations; Yale; Love; Stuff; Sure; Campus; Ideas; Speak
173,Nic,Nic Carter Bitcoin Core Values Layered Scaling and Blocksize Debates,Nic Carter Bitcoin Core Values Layered Scaling and Blocksize Debates,Bitcoin; Your; System; Them; Satoshi; Transactions; Their; Protocol; Money; Block; Value; Ideas; Financial; Ethereum; Hard,Nic Carter Bitcoin Core Values Layered Scaling and Blocksize Debates; Bitcoin; Your; System; Them; Satoshi; Transactions; Their; Protocol; Money; Block; Value; Ideas; Financial; Ethereum; Hard
174,Tyler,Tyler Cowen Economic Growth the Fight Against Conformity Mediocrity,Tyler Cowen Economic Growth the Fight Against Conformity Mediocrity,Your; Them; Weird; Love; Better; Their; Food; Russia; Doesn; Russian; Ideas; Money; System; View; Country,Tyler Cowen Economic Growth the Fight Against Conformity Mediocrity; Your; Them; Weird; Love; Better; Their; Food; Russia; Doesn; Russian; Ideas; Money; System; View; Country
175,Yannis,Yannis Pappas History and Comedy,Yannis Pappas History and Comedy,Your; History; Them; Love; Their; Power; Animal; Fucking; Gonna; York; Dogs; Whatever; Hyenas; Shit; Dude,Yannis Pappas History and Comedy; Your; History; Them; Love; Their; Power; Animal; Fucking; Gonna; York; Dogs; Whatever; Hyenas; Shit; Dude
176,Robert,Robert Breedlove Philosophy of Bitcoin from First Principles,Robert Breedlove Philosophy of Bitcoin from First Principles,Bitcoin; Money; Your; Gold; Market; Ideas; Value; Their; Them; Inflation; Nature; Space; Love; Power; Supply,Robert Breedlove Philosophy of Bitcoin from First Principles; Bitcoin; Money; Your; Gold; Market; Ideas; Value; Their; Them; Inflation; Nature; Space; Love; Power; Supply
177,Risto,Risto Miikkulainen Neuroevolution and Evolutionary Computation,Risto Miikkulainen Neuroevolution and Evolutionary Computation,Evolution; Humans; Them; Your; Learning; Computation; Language; Their; Brain; Systems; Quite; Build; Fascinating; Intelligence; System,Risto Miikkulainen Neuroevolution and Evolutionary Computation; Evolution; Humans; Them; Your; Learning; Computation; Language; Their; Brain; Systems; Quite; Build; Fascinating; Intelligence; System
179,Georges,Georges St-Pierre The Science of Fighting,Georges St-Pierre The Science of Fighting,Fight; Your; Martial; Love; Myself; Gonna; Training; Fighting; Didn; Their; Them; Someone; Hard; Best; Makes,Georges St-Pierre The Science of Fighting; Fight; Your; Martial; Love; Myself; Gonna; Training; Fighting; Didn; Their; Them; Someone; Hard; Best; Makes
180,Jeremi,Jeremi Suri History of American Power,Jeremi Suri History of American Power,Your; Power; Them; President; History; States; United; Lincoln; Kissinger; American; Their; Cold; Leaders; Doesn; Hard,Jeremi Suri History of American Power; Your; Power; Them; President; History; States; United; Lincoln; Kissinger; American; Their; Cold; Leaders; Doesn; Hard
181,Sergey,Sergey Nazarov Chainlink Smart Contracts and Oracle Networks,Sergey Nazarov Chainlink Smart Contracts and Oracle Networks,Smart; Data; Contract; Contracts; Oracle; Bitcoin; Chain; Your; Them; Their; System; Decentralized; Network; Certain; Industry,Sergey Nazarov Chainlink Smart Contracts and Oracle Networks; Smart; Data; Contract; Contracts; Oracle; Bitcoin; Chain; Your; Them; Their; System; Decentralized; Network; Certain; Industry
182,John,John Danaher The Path to Mastery in Jiu Jitsu Grappling Judo and MMA,John Danaher The Path to Mastery in Jiu Jitsu Grappling Judo and MMA,Your; Them; Training; Their; Body; Jitsu; Gordon; Skill; Best; Better; Sport; Opponent; Chess; Level; Position,John Danaher The Path to Mastery in Jiu Jitsu Grappling Judo and MMA; Your; Them; Training; Their; Body; Jitsu; Gordon; Skill; Best; Better; Sport; Opponent; Chess; Level; Position
183,Po-Shen,Po-Shen Loh Mathematics Math Olympiad Combinatorics Contact Tracing,Po-Shen Loh Mathematics Math Olympiad Combinatorics Contact Tracing,Math; Them; Hard; School; Your; Their; Information; Ideas; Everyone; Mathematics; Guess; Problems; Three; Sure; Network,Po-Shen Loh Mathematics Math Olympiad Combinatorics Contact Tracing; Math; Them; Hard; School; Your; Their; Information; Ideas; Everyone; Mathematics; Guess; Problems; Three; Sure; Network
184,Katherine,Katherine de Kleer Planets Moons Asteroids Life in Our Solar System,Katherine de Kleer Planets Moons Asteroids Life in Our Solar System,System; Them; Earth; Solar; Planets; Atmosphere; Surface; Objects; Your; Planet; Object; Material; Moons; Their; Volcanoes,Katherine de Kleer Planets Moons Asteroids Life in Our Solar System; System; Them; Earth; Solar; Planets; Atmosphere; Surface; Objects; Your; Planet; Object; Material; Moons; Their; Volcanoes
185,Sam,Sam Harris Consciousness Free Will Psychedelics AI UFOs and Meaning,Sam Harris Consciousness Free Will Psychedelics AI UFOs and Meaning,Your; Experience; Consciousness; Them; Free; Self; Mind; Reality; Love; Illusion; Attention; Moment; Doesn; Their; Next,Sam Harris Consciousness Free Will Psychedelics AI UFOs and Meaning; Your; Experience; Consciousness; Them; Free; Self; Mind; Reality; Love; Illusion; Attention; Moment; Doesn; Their; Next
186,Bryan,Bryan Johnson Kernel Brain-Computer Interfaces,Bryan Johnson Kernel Brain-Computer Interfaces,Your; Data; Brain; Experience; Sleep; Mind; Their; Value; Building; Certain; Zero; Information; Diet; Conscious; Kernel,Bryan Johnson Kernel Brain-Computer Interfaces; Your; Data; Brain; Experience; Sleep; Mind; Their; Value; Building; Certain; Zero; Information; Diet; Conscious; Kernel
187,Frank,Frank Wilczek Physics of Quarks Dark Matter Complexity Life Aliens,Frank Wilczek Physics of Quarks Dark Matter Complexity Life Aliens,Universe; Physics; Matter; Them; Equations; Laws; Theory; Kinds; Energy; Fundamental; Interaction; Symmetry; Particles; Quantum; Space,Frank Wilczek Physics of Quarks Dark Matter Complexity Life Aliens; Universe; Physics; Matter; Them; Equations; Laws; Theory; Kinds; Energy; Fundamental; Interaction; Symmetry; Particles; Quantum; Space
188,Vitalik Buterin,Vitalik Buterin - Ethereum 2.0,Vitalik Buterin - Ethereum 2.0,Money; Your; Proof; Bitcoin; Currency; System; Block; Network; Them; Aetherium; Their; Coins; Cryptocurrency; Instead; Ideas,Vitalik Buterin - Ethereum 2.0; Money; Your; Proof; Bitcoin; Currency; System; Block; Network; Them; Aetherium; Their; Coins; Cryptocurrency; Instead; Ideas
189,David,David Sinclair Extending the Human Lifespan Beyond 100 Years,David Sinclair Extending the Human Lifespan Beyond 100 Years,Your; Data; Information; Aging; Body; Them; Their; Brain; Sleep; Stuff; Almost; Longevity; Mind; Cell; Cells,David Sinclair Extending the Human Lifespan Beyond 100 Years; Your; Data; Information; Aging; Body; Them; Their; Brain; Sleep; Stuff; Almost; Longevity; Mind; Cell; Cells
190,Jordan,Jordan Ellenberg Mathematics of High-Dimensional Shapes and Geometries,Jordan Ellenberg Mathematics of High-Dimensional Shapes and Geometries,Mathematics; Your; Three; Book; Them; Math; Dimensional; Numbers; Space; Doesn; Simple; Process; Symmetry; Prime; Proof,Jordan Ellenberg Mathematics of High-Dimensional Shapes and Geometries; Mathematics; Your; Three; Book; Them; Math; Dimensional; Numbers; Space; Doesn; Simple; Process; Symmetry; Prime; Proof
191,Daniel,Daniel Schmachtenberger Steering Civilization Away from Self-Destruction,Daniel Schmachtenberger Steering Civilization Away from Self-Destruction,Them; Tech; Their; Better; Your; Stuff; Self; Humans; System; Social; Whatever; Order; Technology; Whole; Systems,Daniel Schmachtenberger Steering Civilization Away from Self-Destruction; Them; Tech; Their; Better; Your; Stuff; Self; Humans; System; Social; Whatever; Order; Technology; Whole; Systems
193,Rob,Rob Reid The Existential Threat of Engineered Viruses and Lab Leaks,Rob Reid The Existential Threat of Engineered Viruses and Lab Leaks,Them; Their; Your; Music; Level; Founder; Function; Almost; Humans; Consciousness; Somebody; Terms; Makes; Better; Sure,Rob Reid The Existential Threat of Engineered Viruses and Lab Leaks; Them; Their; Your; Music; Level; Founder; Function; Almost; Humans; Consciousness; Somebody; Terms; Makes; Better; Sure
194,Bret,Bret Weinstein Truth Science and Censorship in the Time of a Pandemic,Bret Weinstein Truth Science and Censorship in the Time of a Pandemic,Your; Them; Their; Better; Ideas; Mind; Evidence; Virus; Doesn; Vaccine; Youtube; Love; Didn; Process; Somebody,Bret Weinstein Truth Science and Censorship in the Time of a Pandemic; Your; Them; Their; Better; Ideas; Mind; Evidence; Virus; Doesn; Vaccine; Youtube; Love; Didn; Process; Somebody
195,Clara,Clara Sousa-Silva Searching for Signs of Life on Venus and Other Planets,Clara Sousa-Silva Searching for Signs of Life on Venus and Other Planets,Your; Them; Their; Better; Ideas; Mind; Evidence; Virus; Doesn; Vaccine; Youtube; Love; Didn; Process; Somebody,Clara Sousa-Silva Searching for Signs of Life on Venus and Other Planets; Your; Them; Their; Better; Ideas; Mind; Evidence; Virus; Doesn; Vaccine; Youtube; Love; Didn; Process; Somebody
196,Yeonmi,Yeonmi Park North Korea,Yeonmi Park North Korea,North; Korea; Your; Love; Them; Suffering; China; Country; Freedom; Jong; Cannot; Gonna; Book; Didn; Their,Yeonmi Park North Korea; North; Korea; Your; Love; Them; Suffering; China; Country; Freedom; Jong; Cannot; Gonna; Book; Didn; Their
197,Jocko,Jocko Willink War Leadership and Discipline,Jocko Willink War Leadership and Discipline,Your; Them; Leadership; Team; Jitsu; Love; Leader; Makes; Their; Military; Together; Best; Doesn; Someone; Worry,Jocko Willink War Leadership and Discipline; Your; Them; Leadership; Team; Jitsu; Love; Leader; Makes; Their; Military; Together; Best; Doesn; Someone; Worry
198,Sara,Sara Walker The Origin of Life on Earth and Alien Worlds,Sara Walker The Origin of Life on Earth and Alien Worlds,Violence; Males; Their; Humans; Male; Them; Power; Chimps; Chimpanzees; Homo; Sapiens; Animals; Food; Your; Species,Sara Walker The Origin of Life on Earth and Alien Worlds; Violence; Males; Their; Humans; Male; Them; Power; Chimps; Chimpanzees; Homo; Sapiens; Animals; Food; Your; Species
199,Roger,Roger Reaves Smuggling Drugs for Pablo Escobar and the Medellin Cartel,Roger Reaves Smuggling Drugs for Pablo Escobar and the Medellin Cartel,Them; Your; Didn; Barry; Prison; Money; Roger; Dollars; Love; Plane; Story; Their; Shot; Feet; Thought,Roger Reaves Smuggling Drugs for Pablo Escobar and the Medellin Cartel; Them; Your; Didn; Barry; Prison; Money; Roger; Dollars; Love; Plane; Story; Their; Shot; Feet; Thought
200,Michael Malice,Michael Malice - Totalitarianism and Anarchy,Michael Malice - Totalitarianism and Anarchy,Your; Them; Someone; Gonna; Their; Sure; Didn; Love; Whatever; Anarchist; Everyone; Food; Better; Times; Head,Michael Malice - Totalitarianism and Anarchy; Your; Them; Someone; Gonna; Their; Sure; Didn; Love; Whatever; Anarchist; Everyone; Food; Better; Times; Head
201,Konstantin,Konstantin Batygin Planet 9 and the Edge of Our Solar System,Konstantin Batygin Planet 9 and the Edge of Our Solar System,Earth; Solar; System; Planet; Objects; Your; Nine; Them; Orbit; Belt; Planets; Kuiper; Their; Object; Black,Konstantin Batygin Planet 9 and the Edge of Our Solar System; Earth; Solar; System; Planet; Objects; Your; Nine; Them; Orbit; Belt; Planets; Kuiper; Their; Object; Black
202,Rick,Rick Doblin Psychedelics,Rick Doblin Psychedelics,Mdma; Psychedelics; Them; Experience; Psychedelic; Drug; Your; Phase; Therapy; Their; Study; Drugs; Safety; Effect; Better,Rick Doblin Psychedelics; Mdma; Psychedelics; Them; Experience; Psychedelic; Drug; Your; Phase; Therapy; Their; Study; Drugs; Safety; Effect; Better
203,Anya,Anya Fernald Regenerative Farming and the Art of Cooking Meat,Anya Fernald Regenerative Farming and the Art of Cooking Meat,Mdma; Psychedelics; Them; Experience; Psychedelic; Drug; Your; Phase; Therapy; Their; Study; Drugs; Safety; Effect; Better,Anya Fernald Regenerative Farming and the Art of Cooking Meat; Mdma; Psychedelics; Them; Experience; Psychedelic; Drug; Your; Phase; Therapy; Their; Study; Drugs; Safety; Effect; Better
204,Cumrun,Cumrun Vafa String Theory,Cumrun Vafa String Theory,String; Physics; Theory; Quantum; Gravity; Symmetry; Them; Ideas; Space; Mechanics; Dimensions; Math; Dimensional; Particle; Universe,Cumrun Vafa String Theory; String; Physics; Theory; Quantum; Gravity; Symmetry; Them; Ideas; Space; Mechanics; Dimensions; Math; Dimensional; Particle; Universe
205,Zach,Zach Bitter Ultramarathon Running,Zach Bitter Ultramarathon Running,Your; Gonna; Running; Stuff; Miles; Race; Training; Them; Marathon; Their; Yourself; Mile; Hours; Ultra; Pace,Zach Bitter Ultramarathon Running; Your; Gonna; Running; Stuff; Miles; Race; Training; Them; Marathon; Their; Yourself; Mile; Hours; Ultra; Pace
207,Chris,Chris Duffin The Mad Scientist of Strength,Chris Duffin The Mad Scientist of Strength,Your; Stuff; Strength; Around; Training; Them; Hard; Level; Load; Body; Steroids; Gonna; Position; Squat; Weight,Chris Duffin The Mad Scientist of Strength; Your; Stuff; Strength; Around; Training; Them; Hard; Level; Load; Body; Steroids; Gonna; Position; Squat; Weight
208,Jeff Hawkins,Jeff Hawkins - The Thousand Brains Theory of Intelligence,Jeff Hawkins - The Thousand Brains Theory of Intelligence,Brain; Reference; Intelligence; Your; Them; Learning; Coffee; Neurons; Neocortex; Doesn; Model; Parts; Models; Gonna; Frame,Jeff Hawkins - The Thousand Brains Theory of Intelligence; Brain; Reference; Intelligence; Your; Them; Learning; Coffee; Neurons; Neocortex; Doesn; Model; Parts; Models; Gonna; Frame
209,Luís,Luís and João Batalha Fermat's Library and the Art of Studying Papers,Luís and João Batalha Fermat's Library and the Art of Studying Papers,Paper; Papers; Science; Your; Hard; Process; Them; Couple; Almost; Physics; Archive; Ideas; Fields; Journal; Published,Luís and João Batalha Fermat's Library and the Art of Studying Papers; Paper; Papers; Science; Your; Hard; Process; Them; Couple; Almost; Physics; Archive; Ideas; Fields; Journal; Published
210,Matt,Matt Walker Sleep,Matt Walker Sleep,Sleep; Your; Brain; Them; Their; Dream; Love; Night; Hours; Consciousness; Coffee; Caffeine; Conscious; Awake; Mind,Matt Walker Sleep; Sleep; Your; Brain; Them; Their; Dream; Love; Night; Hours; Consciousness; Coffee; Caffeine; Conscious; Awake; Mind
211,Brian,Brian Muraresku The Secret History of Psychedelics,Brian Muraresku The Secret History of Psychedelics,Religion; Psychedelics; Wine; Ancient; Your; Them; Mind; Love; Greek; Experience; Death; Book; History; Says; Dionysus,Brian Muraresku The Secret History of Psychedelics; Religion; Psychedelics; Wine; Ancient; Your; Them; Mind; Love; Greek; Experience; Death; Book; History; Says; Dionysus
212,Joscha,Joscha Bach Nature of Reality Dreams and Consciousness,Joscha Bach Nature of Reality Dreams and Consciousness,Your; Model; System; Them; Cannot; Consciousness; Control; Level; Certain; Systems; Doesn; Society; Agent; Physical; Mind,Joscha Bach Nature of Reality Dreams and Consciousness; Your; Model; System; Them; Cannot; Consciousness; Control; Level; Certain; Systems; Doesn; Society; Agent; Physical; Mind
213,Barry,Barry Barish Gravitational Waves and the Most Precise Device Ever Built,Barry Barish Gravitational Waves and the Most Precise Device Ever Built,Gravitational; Waves; Physics; Black; Didn; Theory; Earth; Science; Your; Them; Holes; Matter; Space; Around; General,Barry Barish Gravitational Waves and the Most Precise Device Ever Built; Gravitational; Waves; Physics; Black; Didn; Theory; Earth; Science; Your; Them; Holes; Matter; Space; Around; General
214,Jed,Jed Buchwald Isaac Newton and the Philosophy of Science,Jed Buchwald Isaac Newton and the Philosophy of Science,Newton; Science; Course; Certain; Theory; Light; Them; Around; Hook; Physics; Didn; Stuff; Nature; Arago; Thought,Jed Buchwald Isaac Newton and the Philosophy of Science; Newton; Science; Course; Certain; Theory; Light; Them; Around; Hook; Physics; Didn; Stuff; Nature; Arago; Thought
